state,population,year,homicide,rape,robbery,aggravated_assault,burglary,larceny,vehicle_theft
LA,4686157,2016,11.84,38.82,118.97,395.38,740.24,2336.50,220.40
LA,4670818,2017,12.33,39.61,115.29,389.12,730.81,2398.77,237.50
LA,4659978,2018,11.37,44.74,98.03,383.39,668.07,2360.38,247.60
MA,5769000,1979,3.67,24.75,203.22,299.64,1604.61,2637.11,1144.90
MA,5728288,1980,4.05,27.27,235.53,334.45,1740.43,2685.78,1051.60
MA,5770000,1981,3.64,27.38,270.94,326.69,1647.83,2559.64,999.30
MA,5781000,1982,3.79,25.32,213.79,328.47,1422.11,2541.65,968.60
MA,5767000,1983,3.52,25.92,208.48,338.88,1253.53,2321.54,858.90
MA,5798000,1984,3.64,28.06,174.58,317.39,1099.62,2125.11,840.00
MA,5822000,1985,3.47,29.78,188.49,316.45,1120.42,2234.42,864.80
MA,5832000,1986,3.57,29.68,192.71,330.90,1070.90,2189.09,906.50
MA,5855000,1987,2.95,31.90,177.27,352.52,1059.88,2185.12,924.20
MA,5871000,1988,3.54,31.95,176.32,407.77,1061.27,2417.53,892.50
MA,5913000,1989,4.30,31.81,202.60,436.28,1065.52,2484.78,910.70
MA,6016425,1990,4.04,33.74,217.11,481.43,1112.65,2525.30,923.60
MA,5996000,1991,4.15,32.12,194.61,505.24,1167.06,2500.50,918.70
MA,5998000,1992,3.57,36.11,184.38,554.98,1072.32,2360.95,790.50
MA,6012000,1993,3.88,33.37,175.70,592.00,1001.66,2271.26,816.10
MA,6041000,1994,3.54,30.21,168.18,505.71,881.01,2151.33,701.00
MA,6074000,1995,3.57,28.96,150.43,504.21,817.73,2232.24,604.50
MA,6092000,1996,2.58,29.01,127.68,482.93,704.14,1962.61,528.20
MA,6118000,1997,1.95,26.92,109.12,506.19,661.83,1887.77,481.40
MA,6147000,1998,2.02,27.44,96.60,495.25,607.34,1777.70,429.50
MA,6175169,1999,1.98,26.93,96.05,426.01,533.82,1762.62,415.00
MA,6349097,2000,1.97,26.71,91.59,355.86,481.96,1660.47,407.60
MA,6401164,2001,2.23,28.99,101.17,345.41,506.63,1668.77,434.70
MA,6421800,2002,2.69,27.67,111.64,342.86,517.66,1680.56,414.00
MA,6420357,2003,2.18,28.78,124.77,317.40,544.56,1620.92,397.30
MA,6407382,2004,2.67,28.00,116.80,312.76,538.39,1585.75,344.10
MA,6433367,2005,2.77,27.22,121.82,308.98,539.81,1524.54,294.00
MA,6437193,2006,2.92,27.51,125.52,344.53,547.49,1564.73,279.20
MA,6449755,2007,2.90,25.47,108.86,304.45,554.55,1611.30,233.40
MA,6497967,2008,2.55,26.95,108.91,325.38,557.88,1645.33,196.30
MA,6593587,2009,2.62,26.30,113.25,320.45,523.46,1619.74,179.90
MA,6555466,2010,3.26,27.21,105.21,333.19,578.19,1603.61,175.00
MA,6607003,2011,2.78,25.03,102.44,297.05,550.98,1538.43,163.20
MA,6645303,2012,1.82,24.83,98.64,281.72,521.20,1496.59,139.00
MA,6708874,2013,2.06,34.33,99.94,270.06,457.84,1452.36,136.00
MA,6755124,2014,1.97,32.60,89.96,270.56,369.36,1365.27,122.50
MA,6784240,2015,1.93,30.69,77.62,279.68,321.72,1248.13,118.60
MA,6823721,2016,1.98,31.38,78.62,268.68,281.43,1160.00,118.30
MA,6863246,2017,2.51,32.04,71.02,248.76,246.47,1071.99,109.10
MA,6902149,2018,1.97,34.92,60.02,241.20,200.84,966.77,95.70
MD,4149000,1979,9.79,39.43,331.16,415.16,1509.52,3501.98,487.60
MD,4192211,1980,9.52,40.10,392.66,410.14,1697.98,3629.21,450.50
MD,4261000,1981,9.88,38.82,424.43,413.99,1660.17,3576.74,433.70
MD,4265000,1982,10.13,37.42,360.54,441.95,1419.62,3350.60,392.10
MD,4304000,1983,8.53,32.81,347.35,418.38,1224.37,2961.04,364.50
MD,4349000,1984,8.14,37.71,301.15,445.25,1183.81,2841.27,397.20
MD,4392000,1985,7.92,38.71,302.19,485.77,1206.63,2870.61,461.00
MD,4463000,1986,8.98,43.56,304.03,476.43,1245.64,2977.91,545.20
MD,4535000,1987,9.61,39.58,290.28,428.34,1162.47,2965.49,581.80
MD,4644000,1988,9.67,37.06,301.34,458.70,1178.62,3047.14,672.10
MD,4694000,1989,11.59,37.98,332.10,473.71,1123.46,2919.54,664.20
MD,4781468,1990,11.54,45.70,363.78,497.94,1119.93,3082.88,708.70
MD,4860000,1991,11.71,45.86,407.06,491.52,1157.57,3364.69,730.80
MD,4908000,1992,12.14,46.41,428.97,512.57,1131.21,3366.83,726.40
MD,4965000,1993,12.73,44.01,434.68,506.36,1132.85,3292.47,683.40
MD,5006000,1994,11.57,40.65,402.46,493.33,1043.43,3368.12,763.00
MD,5042000,1995,11.82,42.25,423.13,509.66,1057.52,3532.84,717.60
MD,5072000,1996,11.59,37.56,393.22,488.82,992.33,3426.99,711.40
MD,5094000,1997,9.85,35.61,336.81,464.35,940.68,3263.76,602.00
MD,5135000,1998,9.99,33.38,298.71,454.47,922.94,3096.77,549.40
MD,5171634,1999,8.99,29.99,263.67,440.77,835.91,2848.15,492.00
MD,5296486,2000,8.12,29.13,256.02,493.35,744.38,2745.65,539.50
MD,5386079,2001,8.28,26.90,251.11,495.13,771.49,2709.47,594.60
MD,5450525,2002,9.41,25.14,246.16,490.14,729.56,2629.47,624.20
MD,5512310,2003,9.52,24.64,241.31,428.01,700.99,2437.67,660.40
MD,5561332,2004,9.37,23.68,229.66,437.86,659.99,2335.56,645.20
MD,5589599,2005,9.88,22.65,257.23,414.57,642.66,2298.75,610.00
MD,5615727,2006,9.72,20.98,256.00,391.95,667.04,2270.45,543.50
MD,5618344,2007,9.86,20.98,235.98,375.06,660.25,2265.93,505.40
MD,5633597,2008,8.75,20.00,234.36,365.13,689.59,2378.29,449.70
MD,5699478,2009,7.72,20.28,210.67,351.30,647.52,2206.71,344.20
MD,5785681,2010,7.36,21.22,191.06,326.65,634.39,2049.51,311.60
MD,5839572,2011,6.83,20.55,177.10,288.99,613.45,1968.48,275.20
MD,5884868,2012,6.34,21.02,172.87,277.03,574.41,1929.53,254.10
MD,5938737,2013,6.47,28.27,169.19,271.51,537.99,1895.20,225.90
MD,5975346,2014,6.06,27.31,160.07,254.51,470.83,1826.51,219.20
MD,5994983,2015,8.97,28.64,168.66,263.87,440.90,1713.12,223.80
MD,6024752,2016,8.90,30.32,179.51,262.93,412.17,1676.33,230.50
MD,6024891,2017,9.26,28.42,185.71,279.87,390.48,1620.89,224.40
MD,6042718,2018,8.11,32.75,160.79,267.02,312.64,1519.76,200.90
ME,1097000,1979,2.83,11.94,31.81,155.88,1147.86,2719.05,237.90
ME,1123670,1980,2.85,12.90,30.79,146.84,1182.82,2772.26,219.10
ME,1132000,1981,3.18,12.81,32.51,147.08,1243.90,2609.98,193.80
ME,1133000,1982,2.12,13.42,30.45,117.03,1046.95,2459.22,190.60
ME,1146000,1983,2.09,16.84,27.14,113.53,996.07,2357.94,167.50
ME,1156000,1984,1.73,13.41,26.38,116.96,888.15,2319.29,161.40
ME,1164000,1985,2.41,14.35,24.40,126.37,911.25,2427.84,165.10
ME,1174000,1986,1.96,14.82,27.94,102.30,803.49,2346.51,164.20
ME,1187000,1987,2.53,15.67,25.61,108.34,770.68,2436.06,173.40
ME,1206000,1988,3.07,18.57,25.79,109.95,816.92,2398.67,204.70
ME,1222000,1989,3.19,18.74,23.98,91.24,802.78,2460.47,183.20
ME,1227928,1990,2.44,19.71,25.08,96.02,823.01,2554.87,176.60
ME,1235000,1991,1.21,21.86,22.67,86.32,902.51,2569.80,163.30
ME,1235000,1992,1.70,23.81,23.32,82.02,822.35,2426.40,144.00
ME,1239000,1993,1.61,26.55,21.31,76.27,719.05,2174.74,134.40
ME,1240000,1994,2.26,25.65,22.42,79.60,720.81,2278.79,143.20
ME,1241000,1995,2.01,21.35,26.91,81.14,726.43,2292.02,134.80
ME,1243000,1996,2.01,20.92,23.49,78.52,748.43,2377.88,142.90
ME,1242000,1997,2.01,20.45,20.69,77.62,663.53,2215.22,132.20
ME,1244000,1998,2.09,18.09,21.14,84.57,666.80,2126.77,121.30
ME,1253040,1999,2.00,19.07,19.39,71.59,601.10,2026.43,135.20
ME,1274923,2000,1.18,25.10,19.37,63.93,531.40,1875.09,103.70
ME,1284470,2001,1.48,25.38,20.55,64.31,537.03,1914.02,130.10
ME,1294894,2002,1.08,29.11,20.85,56.76,537.88,1899.07,110.40
ME,1309205,2003,1.22,27.04,22.07,58.28,502.52,1836.46,111.20
ME,1314985,2004,1.37,23.95,21.98,56.43,482.21,1832.42,99.10
ME,1318220,2005,1.44,24.73,24.50,61.83,479.66,1837.17,102.00
ME,1321574,2006,1.74,25.80,28.98,59.47,518.02,1926.87,101.90
ME,1317207,2007,1.52,29.76,26.50,61.04,512.07,1839.35,96.90
ME,1316456,2008,2.35,28.79,25.30,62.97,498.23,1875.87,89.60
ME,1318301,2009,1.97,28.45,30.27,59.17,510.43,1817.11,77.50
ME,1327379,2010,1.81,29.31,31.04,59.97,554.78,1849.28,74.50
ME,1328544,2011,1.96,29.66,27.85,63.83,592.00,1873.18,81.10
ME,1328501,2012,1.96,28.00,31.61,60.82,562.74,1876.63,74.60
ME,1328702,2013,1.81,37.25,25.21,68.26,487.69,1735.75,68.60
ME,1330256,2014,1.58,36.38,22.85,66.83,378.50,1547.90,60.10
ME,1329453,2015,1.73,34.68,23.39,70.03,353.08,1418.10,61.20
ME,1330232,2016,1.50,31.05,20.15,71.27,300.77,1287.82,58.30
ME,1335063,2017,1.72,35.20,18.65,65.02,249.95,1199.34,59.40
ME,1338404,2018,1.79,33.32,17.04,60.00,202.70,1097.05,58.10
MI,9208000,1979,9.06,44.53,219.57,341.07,1507.45,3423.23,602.10
MI,9228128,1980,10.19,46.64,244.03,338.65,1741.28,3710.22,584.90
MI,9201000,1981,9.36,47.45,257.45,327.61,1862.09,3714.87,635.20
MI,9109000,1982,9.08,46.61,271.15,329.72,1813.10,3623.13,691.70
MI,9069000,1983,10.03,56.07,285.29,365.26,1691.90,3331.33,737.60
MI,9075000,1984,9.69,64.79,306.69,378.93,1644.18,3285.86,865.90
MI,9088000,1985,11.20,67.56,292.39,362.94,1527.20,3277.15,827.80
MI,9145000,1986,11.28,67.44,301.26,423.93,1509.46,3377.74,800.40
MI,9200000,1987,12.22,67.22,276.54,424.15,1452.20,3472.50,752.00
MI,9300000,1988,10.85,69.48,241.12,420.27,1314.56,3287.02,741.10
MI,9273000,1989,10.71,71.43,222.32,404.69,1224.84,3311.72,722.60
MI,9295297,1990,10.45,77.56,234.01,468.37,1143.32,3347.42,713.70
MI,9368000,1991,10.77,78.69,243.27,470.34,1186.23,3469.10,679.70
MI,9437000,1992,9.94,80.00,221.49,458.64,1041.19,3173.53,625.80
MI,9478000,1993,9.84,71.11,238.46,472.11,982.73,3063.23,615.00
MI,9496000,1994,9.76,70.77,228.86,456.73,967.24,3055.73,656.10
MI,9549000,1995,8.46,61.96,187.30,430.10,909.75,2939.70,645.50
MI,9594000,1996,7.53,56.97,176.22,394.58,895.43,2886.27,700.50
MI,9774000,1997,7.77,51.87,152.79,377.53,825.93,2832.65,668.40
MI,9817000,1998,7.34,50.38,155.78,407.32,837.82,2629.99,594.30
MI,9863775,1999,7.05,49.16,142.98,375.74,777.96,2396.15,575.80
MI,9938444,2000,6.73,50.56,137.97,359.74,702.22,2291.94,560.70
MI,10006266,2001,6.72,52.61,129.29,365.28,719.93,2265.66,535.70
MI,10043221,2002,6.75,53.41,117.96,362.60,706.65,2134.44,495.10
MI,10082364,2003,6.07,54.25,111.62,339.35,677.58,2068.34,532.70
MI,10104206,2004,6.36,54.25,112.19,319.43,635.71,1929.77,500.60
MI,10100833,2005,6.23,51.47,132.15,363.93,698.23,1921.52,478.00
MI,10095643,2006,7.14,52.96,140.94,363.36,755.90,1972.96,496.20
MI,10071822,2007,6.56,45.59,132.70,348.96,747.36,1899.25,416.90
MI,10003422,2008,5.54,45.05,132.41,331.94,747.61,1844.95,357.40
MI,9969727,2009,6.25,45.38,124.65,323.49,762.77,1791.70,294.30
MI,9877143,2010,5.87,47.92,116.65,322.54,752.70,1718.59,277.50
MI,9876801,2011,6.25,43.98,103.91,288.63,706.25,1586.20,252.20
MI,9882519,2012,7.09,46.90,105.47,295.50,663.39,1604.95,253.80
MI,9898193,2013,6.31,68.55,101.97,275.34,568.35,1513.35,243.30
MI,9916306,2014,5.49,64.18,81.05,278.43,447.02,1382.99,213.50
MI,9917715,2015,5.90,67.66,78.83,268.20,407.10,1331.14,189.50
MI,9933445,2016,6.16,73.17,71.71,309.85,400.04,1311.22,204.00
MI,9976447,2017,5.70,71.27,65.23,307.68,359.18,1247.04,196.40
MI,9995915,2018,5.51,76.93,56.58,310.34,316.64,1162.25,174.60
MN,4060000,1979,2.29,21.45,92.46,104.80,1112.88,2729.73,329.20
MN,4061235,1980,2.61,23.19,99.11,102.85,1245.98,3029.87,295.90
MN,4090000,1981,2.08,25.82,104.30,96.26,1277.58,2978.83,251.80
MN,4133000,1982,2.30,22.70,101.33,92.93,1182.07,2815.75,237.60
MN,4144000,1983,1.67,22.37,79.58,87.23,1075.56,2558.74,209.00
MN,4162000,1984,1.78,25.25,71.12,113.33,990.92,2432.48,206.60
MN,4193000,1985,2.10,29.62,85.81,138.87,1017.48,2598.47,261.90
MN,4214000,1986,2.49,31.75,102.02,148.29,1004.25,2785.26,288.10
MN,4246000,1987,2.64,33.89,102.54,146.33,1068.86,2960.10,301.40
MN,4306000,1988,2.88,31.05,94.73,161.40,909.59,2775.80,339.30
MN,4353000,1989,2.55,31.31,94.83,159.59,896.90,2818.13,379.90
MN,4375099,1990,2.67,33.99,92.73,176.70,907.20,2959.93,365.60
MN,4432000,1991,2.96,39.76,98.04,175.27,853.61,2963.22,363.40
MN,4480000,1992,3.35,41.07,109.51,184.11,889.71,3007.81,355.20
MN,4517000,1993,3.43,61.90,112.73,175.85,844.52,2871.97,342.60
MN,4567000,1994,3.22,59.67,117.58,178.56,791.70,2875.94,314.30
MN,4610000,1995,3.95,56.25,123.69,172.21,797.31,3002.47,341.50
MN,4658000,1996,3.59,49.96,115.61,169.67,762.45,2977.05,384.80
MN,4686000,1997,2.75,52.20,114.66,168.14,752.56,2942.21,381.30
MN,4725000,1998,2.56,49.90,92.51,165.21,687.53,2723.58,325.20
MN,4775508,1999,2.81,42.68,82.02,146.50,580.17,2465.41,278.00
MN,4919479,2000,3.07,45.53,75.48,156.70,530.87,2403.71,273.00
MN,4984535,2001,2.39,44.86,75.39,141.08,511.50,2498.11,301.60
MN,5024791,2002,2.23,45.24,78.35,141.42,557.91,2430.95,275.50
MN,5064172,2003,2.51,41.31,77.13,142.00,546.94,2294.87,271.50
MN,5096546,2004,2.22,41.66,79.86,146.08,550.33,2226.08,265.20
MN,5126739,2005,2.24,44.04,92.14,158.89,579.63,2229.57,279.00
MN,5167101,2006,2.44,31.84,105.30,170.89,586.52,2239.03,257.00
MN,5197621,2007,2.23,36.04,91.77,159.59,571.74,2229.71,243.30
MN,5220393,2008,2.11,34.58,80.05,148.63,508.74,2160.07,195.30
MN,5266214,2009,1.41,33.97,68.72,140.37,485.74,1996.88,162.30
MN,5310658,2010,1.81,33.86,63.80,136.20,459.74,1947.57,161.70
MN,5347299,2011,1.40,39.52,63.30,126.23,480.26,1914.13,152.40
MN,5379646,2012,1.84,30.45,64.60,133.97,471.74,1939.09,157.20
MN,5422060,2013,2.10,37.14,67.76,127.41,418.90,1853.80,146.90
MN,5457125,2014,1.61,36.67,67.56,123.31,380.66,1763.51,153.30
MN,5482435,2015,2.43,42.34,68.78,129.40,352.02,1727.41,145.60
MN,5525050,2016,1.83,42.52,67.51,130.04,336.32,1636.56,157.80
MN,5568155,2017,2.05,43.19,65.14,129.29,338.14,1681.02,179.60
MN,5611179,2018,1.89,43.88,52.47,122.20,288.44,1524.83,180.50
MO,4868000,1979,11.15,33.65,210.91,271.45,1446.65,2555.42,410.60
MO,4901288,1980,11.10,32.64,223.57,287.17,1668.91,2795.14,414.60
MO,4938000,1981,10.45,29.67,215.25,284.83,1583.09,2846.64,381.40
MO,4951000,1982,9.67,25.91,192.97,277.96,1391.25,2714.26,335.80
MO,4970000,1983,8.11,26.76,167.93,274.43,1217.22,2517.91,317.50
MO,5008000,1984,7.15,26.46,140.83,286.24,1115.48,2391.15,329.70
MO,5029000,1985,8.13,29.19,147.64,318.53,1098.67,2399.09,364.80
MO,5066000,1986,9.16,29.21,170.23,369.96,1136.12,2500.47,438.90
MO,5103000,1987,8.29,28.87,164.14,343.33,1111.33,2625.20,426.30
MO,5139000,1988,8.04,29.29,168.09,347.09,1140.40,2717.42,434.40
MO,5159000,1989,7.93,30.76,195.00,398.88,1135.76,2835.22,523.60
MO,5117073,1990,8.77,32.50,216.39,457.62,1065.77,2800.18,539.40
MO,5158000,1991,10.53,34.04,251.11,467.37,1253.26,2840.89,558.50
MO,5193000,1992,10.53,36.49,226.90,466.45,1100.08,2759.25,497.40
MO,5234000,1993,11.27,36.19,241.77,455.20,1025.47,2777.84,547.70
MO,5278000,1994,10.50,37.04,230.73,465.20,1052.99,2998.92,512.30
MO,5324000,1995,8.81,32.14,204.04,418.78,932.55,3050.90,473.30
MO,5359000,1996,8.08,29.22,170.59,383.06,894.18,3151.15,447.70
MO,5402000,1997,7.89,28.23,156.05,385.25,868.20,2878.05,490.90
MO,5439000,1998,7.34,26.90,149.22,372.20,872.49,2948.39,449.80
MO,5468338,1999,6.57,26.32,130.73,336.59,776.76,2881.13,420.30
MO,5595211,2000,6.20,24.15,135.79,323.90,745.01,2851.35,441.40
MO,5637309,2001,6.60,24.53,137.85,371.56,762.37,2969.86,496.90
MO,5669544,2002,5.84,25.84,123.89,383.40,753.52,2820.70,491.70
MO,5719204,2003,5.05,24.48,116.90,344.31,734.32,2825.85,523.70
MO,5759532,2004,6.15,25.68,115.11,343.14,702.70,2747.86,449.60
MO,5797703,2005,6.93,28.03,124.12,366.59,738.60,2747.43,443.00
MO,5842713,2006,6.32,30.19,130.03,379.40,765.64,2633.61,434.70
MO,5878415,2007,6.24,30.37,131.46,392.66,763.76,2659.20,406.50
MO,5911605,2008,7.71,27.27,125.09,342.34,774.12,2537.42,351.10
MO,5987580,2009,6.46,26.82,124.21,335.41,728.02,2350.93,291.10
MO,5995715,2010,7.01,24.10,103.16,323.40,737.14,2343.77,269.10
MO,6008984,2011,6.09,24.45,104.43,312.50,746.80,2311.19,255.10
MO,6024522,2012,6.47,25.35,95.97,323.51,705.62,2339.95,271.10
MO,6044917,2013,6.10,38.13,90.75,298.70,641.81,2225.24,270.40
MO,6063827,2014,6.66,39.63,92.22,304.81,582.03,2057.59,269.80
MO,6076204,2015,8.28,42.35,105.05,342.86,560.04,2020.16,279.90
MO,6091176,2016,8.83,41.98,107.96,361.98,520.69,1980.72,300.40
MO,6108612,2017,9.81,44.81,104.15,372.46,492.52,2019.38,326.40
MO,6126452,2018,9.91,47.53,84.83,359.78,444.91,1878.75,323.40
MS,2406000,1979,12.60,21.70,70.70,218.60,973.70,1496.50,166.80
MS,2511491,1980,14.50,24.60,81.00,221.70,1179.10,1717.80,178.40
MS,2530000,1981,12.60,26.00,81.40,184.60,1170.50,1880.90,181.30
MS,2551000,1982,14.00,26.50,73.00,181.10,1183.80,1940.60,153.60
MS,2587000,1983,11.20,23.80,63.80,181.60,1023.50,1762.00,142.10
MS,2598000,1984,9.70,27.50,60.50,184.30,980.10,1653.30,144.50
MS,2613000,1985,10.60,26.70,62.60,171.10,1021.90,1817.00,156.00
MS,2625000,1986,11.20,25.80,64.60,172.40,1075.90,1845.00,150.10
MS,2625000,1987,10.20,29.20,57.00,173.30,1201.40,1807.00,160.50
MS,2627000,1988,8.60,36.20,77.20,203.30,1281.00,1820.30,166.40
MS,2621000,1989,9.70,38.80,78.30,184.40,1145.30,1879.70,179.20
MS,2573216,1990,12.20,44.10,86.20,198.00,1251.20,2070.00,207.60
MS,2592000,1991,12.80,46.30,116.30,213.70,1331.90,2213.50,286.30
MS,2614000,1992,12.20,44.60,124.50,230.40,1282.80,2251.40,336.50
MS,2643000,1993,13.50,42.60,139.30,238.40,1285.80,2363.50,335.10
MS,2669000,1994,15.30,45.40,162.50,270.50,1292.40,2646.00,405.00
MS,2697000,1995,12.90,39.08,130.89,319.91,1131.07,2520.10,360.50
MS,2716000,1996,11.08,36.12,134.24,306.81,1132.36,2551.51,350.80
MS,2731000,1997,13.11,39.00,136.98,279.90,1187.44,2632.26,341.60
MS,2752000,1998,11.45,37.28,123.33,238.63,1144.55,2490.01,338.70
MS,2768619,1999,7.69,41.75,111.64,188.22,1051.39,2380.93,488.80
MS,2844658,2000,8.96,35.82,95.02,221.12,946.26,2452.25,245.00
MS,2859733,2001,9.86,40.11,115.19,184.74,1042.79,2458.80,331.30
MS,2866733,2002,9.21,39.31,117.07,178.29,1032.29,2458.13,332.20
MS,2882594,2003,9.26,37.43,104.63,172.55,1025.60,2369.64,312.10
MS,2900768,2004,7.83,40.02,86.29,161.23,953.58,2255.95,271.60
MS,2908496,2005,7.36,39.44,82.69,150.08,923.71,2092.94,258.00
MS,2910540,2006,7.94,35.70,111.97,156.23,931.68,1972.35,286.20
MS,2918785,2007,6.92,35.39,99.22,149.75,932.68,1934.81,246.40
MS,2938618,2008,8.03,32.60,104.78,158.88,867.96,1828.41,212.80
MS,2951996,2009,6.57,33.57,100.58,145.56,1001.32,1772.67,184.20
MS,2970072,2010,6.87,31.35,93.50,137.61,1025.33,1777.20,180.40
MS,2977457,2011,7.79,28.98,83.83,148.38,1031.82,1819.64,164.80
MS,2986450,2012,7.13,27.42,76.24,149.34,940.38,1725.13,145.00
MS,2992206,2013,7.25,34.22,80.64,155.37,834.47,1744.26,146.60
MS,2993443,2014,8.65,36.15,80.34,153.17,798.34,1954.77,150.90
MS,2989390,2015,8.46,38.74,77.34,149.43,838.57,1888.21,142.90
MS,2985415,2016,7.94,42.94,81.50,149.36,786.79,1833.08,144.30
MS,2989663,2017,6.36,22.01,83.35,144.53,750.89,1872.05,145.40
MS,2986530,2018,5.73,17.98,53.41,157.24,697.77,1561.24,144.00
MT,786000,1979,4.20,20.61,33.08,166.28,803.31,3121.76,311.30
MT,781592,1980,3.97,20.98,34.03,163.64,950.62,3529.59,321.70
MT,792000,1981,3.41,22.10,38.13,189.39,966.04,3519.44,280.40
MT,801000,1982,3.87,14.86,33.08,173.03,843.82,3006.12,258.40
MT,817000,1983,3.67,19.83,23.50,165.61,908.20,3294.74,228.90
MT,824000,1984,4.37,20.63,27.43,185.19,858.01,3286.41,270.60
MT,826000,1985,5.81,19.25,20.94,162.47,827.48,3238.01,275.30
MT,819000,1986,2.93,17.34,19.54,117.58,792.55,3314.04,214.90
MT,809000,1987,4.08,19.78,24.23,103.09,806.06,3404.33,237.80
MT,804000,1988,2.61,16.79,22.64,80.97,703.61,3224.00,216.40
MT,806000,1989,2.85,17.99,17.00,78.16,691.69,2964.27,225.60
MT,799065,1990,4.88,24.40,21.65,108.38,709.08,3391.21,242.50
MT,808000,1991,2.60,19.80,18.56,98.89,523.64,2778.34,206.30
MT,824000,1992,2.91,25.49,26.94,114.56,643.93,3548.91,233.40
MT,839000,1993,2.98,27.89,32.42,114.18,714.18,3652.09,246.20
MT,856000,1994,3.27,27.22,32.71,113.90,721.73,3833.76,286.20
MT,870000,1995,4.02,26.55,29.08,111.72,581.61,3769.77,274.60
MT,879000,1996,3.87,27.08,29.69,100.34,558.36,3518.54,255.70
MT,879000,1997,4.78,19.45,20.36,87.49,569.06,3459.73,247.90
MT,880000,1998,2.05,26.70,26.36,149.09,519.89,3402.27,232.80
MT,882779,1999,2.49,33.19,27.07,174.00,439.07,2645.40,212.30
MT,902195,2000,2.22,34.14,22.50,252.27,401.69,2957.01,210.20
MT,905382,2001,3.76,20.76,25.40,302.08,405.35,2726.36,201.10
MT,910372,2002,1.76,26.03,31.09,292.30,361.28,2601.02,195.90
MT,918157,2003,3.27,26.79,32.46,302.45,405.38,2483.24,207.60
MT,926920,2004,3.24,29.45,25.14,235.94,379.21,2382.30,174.60
MT,934737,2005,1.93,32.20,18.94,228.73,389.63,2545.53,211.00
MT,944632,2006,3.49,36.84,24.67,312.29,357.81,2292.85,206.10
MT,957861,2007,2.82,37.90,24.33,314.76,362.89,2329.67,213.60
MT,967440,2008,4.13,37.00,21.09,249.21,381.32,2153.52,183.70
MT,974989,2009,3.28,36.62,23.38,223.69,378.06,2002.89,165.30
MT,990958,2010,2.52,33.50,15.54,224.23,372.57,2035.00,156.50
MT,997667,2011,2.91,36.69,17.14,219.41,335.48,1913.36,145.20
MT,1005494,2012,2.88,38.99,20.09,216.81,389.86,2037.21,168.90
MT,1014864,2013,2.27,46.02,21.38,218.45,406.16,1989.63,185.30
MT,1023252,2014,3.71,54.53,19.74,250.48,355.63,1937.55,199.60
MT,1032073,2015,3.68,55.42,20.35,273.91,376.62,2031.45,234.80
MT,1038656,2016,3.56,57.57,25.80,287.20,381.84,2062.95,266.00
MT,1053090,2017,3.89,60.68,22.22,287.06,344.04,2001.06,246.70
MT,1062305,2018,3.20,51.87,25.32,293.70,306.60,1926.47,263.20
NC,5606000,1979,10.70,20.28,77.19,337.94,1296.59,2406.40,223.40
NC,5843665,1980,10.59,22.66,82.31,339.44,1422.91,2546.42,216.10
NC,5951000,1981,9.09,22.70,80.81,324.06,1336.67,2548.80,198.10
NC,6019000,1982,9.05,21.96,85.86,329.46,1308.97,2603.44,184.50
NC,6082000,1983,8.06,21.90,79.58,300.05,1189.54,2418.09,166.50
NC,6165000,1984,8.74,21.57,74.81,298.52,1131.34,2330.90,178.30
NC,6255000,1985,8.31,23.79,78.23,310.57,1150.84,2358.59,191.00
NC,6331000,1986,8.13,26.43,87.68,353.64,1225.04,2422.65,208.30
NC,6413000,1987,8.09,29.05,93.92,352.94,1356.06,2586.01,223.80
NC,6526000,1988,7.81,28.09,108.57,357.42,1391.22,2718.76,250.40
NC,6571000,1989,8.89,29.89,133.47,374.13,1503.45,2918.63,285.30
NC,6628637,1990,10.73,34.28,152.10,426.44,1530.39,3048.27,283.70
NC,6737000,1991,11.41,34.60,177.97,434.39,1692.28,3238.71,299.30
NC,6843000,1992,10.57,35.88,186.82,447.73,1653.03,3181.60,286.60
NC,6945000,1993,11.30,34.25,192.43,441.32,1515.77,3168.77,288.50
NC,7070000,1994,10.92,33.01,181.20,429.86,1472.67,3195.71,301.90
NC,7195000,1995,9.41,32.24,179.24,425.50,1417.58,3264.92,310.60
NC,7323000,1996,8.45,31.26,163.88,384.53,1345.61,3257.01,335.50
NC,7425000,1997,8.27,31.62,172.62,394.51,1346.83,3208.46,329.20
NC,7546000,1998,8.11,30.63,160.79,379.90,1324.56,3092.04,326.20
NC,7650789,1999,7.21,28.17,157.98,348.72,1286.89,3012.28,334.30
NC,8049313,2000,6.96,27.10,156.47,307.04,1216.10,2891.76,313.90
NC,8206105,2001,6.15,25.38,162.12,299.45,1241.62,2891.03,300.30
NC,8305820,2002,6.60,26.44,146.95,290.99,1198.38,2760.80,299.40
NC,8421190,2003,6.01,25.40,145.22,277.50,1195.64,2755.92,319.30
NC,8540468,2004,6.23,27.39,137.95,276.23,1184.86,2659.66,316.00
NC,8672459,2005,6.75,26.54,145.69,289.74,1202.63,2549.35,328.00
NC,8856505,2006,6.09,28.17,152.07,288.89,1211.91,2564.37,339.90
NC,9061032,2007,6.45,26.33,149.36,283.93,1199.64,2574.11,308.50
NC,9222414,2008,6.50,24.90,155.31,280.91,1209.62,2542.50,289.80
NC,9380884,2009,5.21,24.58,126.05,248.65,1149.47,2301.73,212.70
NC,9560234,2010,4.96,20.94,100.63,236.22,1075.56,2176.28,191.60
