state,population,year,homicide,rape,robbery,aggravated_assault,burglary,larceny,vehicle_theft
OK,3579212,2006,5.87,41.57,87.87,364.94,962.14,2286.90,375.40
OK,3617316,2007,6.19,43.26,93.77,360.85,950.07,2232.24,376.00
OK,3642361,2008,5.90,40.39,101.53,383.68,967.70,2203.65,302.60
OK,3687050,2009,6.35,41.63,91.08,364.33,1032.56,2273.17,283.90
OK,3760184,2010,5.19,39.07,88.96,348.15,1006.55,2162.21,274.30
OK,3784163,2011,5.60,37.26,86.89,327.71,963.54,2115.77,293.10
OK,3815780,2012,5.77,42.51,85.12,341.00,945.91,2178.61,307.80
OK,3853118,2013,5.14,60.06,78.46,302.40,869.74,2118.39,292.80
OK,3879610,2014,4.64,47.99,79.21,281.91,772.32,1977.49,272.90
OK,3907414,2015,6.14,49.98,77.24,295.21,736.63,1911.19,271.10
OK,3921207,2016,6.30,53.55,80.94,314.55,749.16,1947.31,313.10
OK,3932640,2017,6.18,56.45,76.46,318.34,731.04,1844.72,313.20
OK,3943079,2018,5.22,58.30,70.78,331.82,681.14,1856.85,337.00
OR,2527000,1979,4.23,44.36,130.55,366.20,1609.89,3831.54,386.20
OR,2610477,1980,5.06,41.52,152.39,291.44,1748.38,4087.84,360.30
OR,2647000,1981,4.42,41.75,180.58,251.95,1967.02,4250.77,340.40
OR,2649000,1982,5.13,39.90,167.35,260.59,1789.73,4003.81,301.00
OR,2662000,1983,4.09,40.50,170.29,272.95,1745.76,3714.50,302.80
OR,2674000,1984,4.79,44.91,168.59,287.81,1823.30,3617.88,296.40
OR,2687000,1985,4.65,50.73,185.56,310.12,1886.49,3934.69,357.60
OR,2698000,1986,6.60,51.11,205.89,286.06,1966.72,4162.79,401.50
OR,2724000,1987,5.62,45.78,195.96,292.18,1782.75,4181.61,465.10
OR,2741000,1988,5.07,40.53,192.96,307.19,1764.14,4154.40,594.40
OR,2820000,1989,4.75,46.60,151.84,315.43,1425.43,3676.95,540.10
OR,2842321,1990,3.80,46.86,144.32,311.82,1135.45,3545.17,458.60
OR,2922000,1991,4.55,53.42,150.14,298.22,1176.01,3598.39,474.40
OR,2977000,1992,4.67,53.07,151.39,301.07,1106.65,3670.61,533.50
OR,3032000,1993,4.62,51.25,129.62,317.61,1024.80,3656.93,580.70
OR,3086000,1994,4.86,43.20,138.17,334.41,1100.78,3969.73,705.20
OR,3141000,1995,4.11,41.67,137.92,338.68,1102.83,4236.71,702.00
OR,3204000,1996,4.03,39.70,122.16,297.19,988.26,4014.29,531.00
OR,3243000,1997,2.93,40.27,117.51,283.69,1033.21,4197.63,594.50
OR,3282000,1998,3.84,39.82,105.18,270.96,927.54,3773.34,526.00
OR,3316154,1999,2.65,36.76,86.18,249.29,806.63,3409.13,411.10
OR,3421399,2000,2.05,37.59,84.41,226.69,748.76,3338.69,407.20
OR,3473441,2001,2.42,33.80,79.14,191.25,767.19,3542.14,427.30
OR,3520355,2002,2.05,35.17,77.89,177.43,729.93,3378.21,469.40
OR,3564330,2003,1.91,34.17,79.87,178.80,801.33,3431.98,532.30
OR,3591363,2004,2.51,35.72,76.60,183.77,837.34,3281.99,516.10
OR,3638871,2005,2.20,34.79,68.10,181.92,759.05,3114.04,529.00
OR,3700758,2006,2.38,32.94,73.26,176.07,657.27,2672.34,395.50
OR,3747455,2007,2.03,34.05,76.43,181.43,613.19,2539.24,390.60
OR,3790060,2008,2.30,31.21,70.08,157.86,557.12,2445.26,300.20
OR,3825657,2009,2.30,31.42,65.32,161.51,515.96,2223.51,260.80
OR,3838332,2010,2.50,32.28,63.07,153.50,521.97,2279.48,237.80
OR,3868229,2011,2.17,32.03,57.83,157.26,535.23,2379.87,235.40
OR,3899801,2012,2.33,29.72,62.03,153.06,565.44,2413.30,262.90
OR,3928068,2013,2.09,37.27,60.95,142.46,529.73,2402.28,252.30
OR,3971202,2014,2.12,40.79,57.16,159.15,470.64,2371.50,240.50
OR,4024634,2015,2.73,41.00,53.74,167.89,460.69,2249.00,265.80
OR,4085989,2016,2.84,43.66,56.46,165.84,414.07,2239.53,325.30
OR,4146592,2017,2.53,48.04,59.66,170.21,419.98,2124.42,410.40
OR,4190713,2018,1.96,47.13,60.82,175.63,389.05,2109.86,395.10
PA,11731000,1979,6.17,21.59,152.20,153.62,934.86,1837.58,389.40
PA,11824220,1980,6.84,23.02,177.93,156.14,1038.55,1915.53,418.30
PA,11864000,1981,6.14,22.44,186.59,156.57,1031.46,1910.83,369.20
PA,11865000,1982,5.71,20.63,175.36,158.74,900.69,1859.44,332.20
PA,11895000,1983,4.90,20.59,172.35,145.01,810.63,1726.84,315.20
PA,11901000,1984,4.52,23.22,148.36,144.49,743.78,1655.31,339.80
PA,11853000,1985,4.64,24.35,147.04,155.02,737.51,1640.66,328.20
PA,11889000,1986,5.54,25.10,152.12,175.80,734.81,1654.11,354.40
PA,11936000,1987,5.38,26.22,144.45,193.31,721.99,1722.68,349.20
PA,12027000,1988,5.49,24.88,138.08,193.52,696.69,1690.88,426.80
PA,12040000,1989,6.25,24.61,149.71,198.05,713.66,1798.72,469.40
PA,11881643,1990,6.74,25.82,176.15,222.31,729.06,1810.52,505.50
PA,11961000,1991,6.34,28.72,193.89,221.05,719.62,1907.38,481.50
PA,12009000,1992,6.21,27.68,180.71,212.38,631.48,1866.52,467.70
PA,12048000,1993,6.83,26.52,178.98,205.13,582.05,1831.70,440.20
PA,12052000,1994,5.91,26.10,186.67,208.02,551.51,1844.34,449.30
PA,12072000,1995,6.25,25.23,189.35,206.49,561.75,1963.15,412.70
PA,12056000,1996,5.69,25.17,188.98,260.46,591.88,2079.94,404.20
PA,12020000,1997,5.87,27.36,156.31,252.56,567.54,2054.01,367.80
PA,12001000,1998,5.27,26.86,164.88,223.54,531.43,1965.44,355.50
PA,11994016,1999,4.94,27.34,155.66,232.53,467.21,1898.86,327.10
PA,12281054,2000,4.90,26.44,147.83,240.86,440.35,1839.17,295.80
PA,12303104,2001,5.29,28.18,142.24,234.20,441.72,1815.40,290.30
PA,12328827,2002,5.06,30.26,139.21,227.60,451.06,1723.12,266.20
PA,12370761,2003,5.23,28.75,145.34,218.47,435.85,1724.06,270.30
PA,12394471,2004,5.24,28.52,149.05,228.64,439.25,1728.18,249.90
PA,12405348,2005,6.09,28.91,154.88,235.42,452.50,1732.45,237.00
PA,12440621,2006,5.96,29.03,169.57,237.78,464.12,1745.43,238.80
PA,12432792,2007,5.83,27.69,156.36,226.80,451.15,1699.12,213.20
PA,12448279,2008,5.66,28.00,151.61,224.78,471.45,1760.20,180.70
PA,12604767,2009,5.27,28.77,138.87,209.40,434.53,1623.10,141.40
PA,12717722,2010,5.13,27.30,128.76,205.32,434.09,1607.52,131.50
PA,12743948,2011,5.01,26.20,126.84,204.38,454.85,1636.89,132.40
PA,12764475,2012,5.54,26.41,123.27,200.33,446.87,1601.39,118.40
PA,12781296,2013,4.78,29.69,115.32,185.27,406.84,1544.52,107.70
PA,12793767,2014,4.77,30.01,105.87,174.33,357.35,1471.11,102.00
PA,12791904,2015,5.20,33.61,101.35,175.26,309.36,1408.98,94.80
PA,12787085,2016,5.27,34.87,96.30,179.42,275.11,1361.90,102.20
PA,12790447,2017,5.80,32.96,92.08,182.13,249.60,1293.42,101.30
PA,12807060,2018,6.12,35.00,76.90,188.00,211.63,1175.88,102.40
RI,929000,1979,3.23,15.18,109.69,247.04,1550.05,3051.35,793.00
RI,945835,1980,4.44,17.13,118.63,268.33,1716.26,2964.26,843.60
RI,952000,1981,4.20,17.86,132.04,287.61,1654.94,2891.28,863.90
RI,958000,1982,3.65,19.42,114.72,263.99,1400.21,2826.41,735.70
RI,955000,1983,2.72,16.75,112.88,222.83,1332.15,2666.28,651.80
RI,962000,1984,3.43,21.31,113.41,196.57,1184.62,2562.79,691.90
RI,968000,1985,3.62,26.14,115.91,200.93,1232.33,2491.63,652.90
RI,975000,1986,3.49,21.44,118.67,191.90,1293.95,2568.31,704.70
RI,986000,1987,3.55,24.44,107.71,224.04,1440.97,2701.32,783.50
RI,995000,1988,4.12,30.45,115.18,246.93,1261.31,2718.49,827.90
RI,998000,1989,4.91,26.65,112.42,233.97,1206.91,2715.83,924.10
RI,1003464,1990,4.78,24.71,121.98,280.43,1271.10,2695.26,954.40
RI,1004000,1991,3.69,30.88,122.91,304.48,1127.49,2655.78,794.10
RI,1005000,1992,3.58,30.95,94.53,265.47,1047.66,2393.23,742.60
RI,1000000,1993,3.90,28.60,101.10,268.10,1040.90,2410.10,646.30
RI,997000,1994,4.11,27.38,87.26,256.77,912.84,2310.83,519.90
RI,990000,1995,3.33,26.97,92.32,245.35,932.73,2503.03,440.80
RI,990000,1996,2.53,28.99,83.23,232.42,821.72,2360.30,464.30
RI,987000,1997,2.53,36.78,71.63,222.59,717.63,2178.22,425.00
RI,988000,1998,2.43,35.53,66.70,207.49,653.04,2165.08,387.60
RI,990819,1999,3.63,39.46,79.53,164.01,639.98,2249.05,406.90
RI,1048319,2000,4.29,39.30,87.95,166.17,631.49,2102.22,445.00
RI,1059659,2001,3.68,39.26,93.05,173.36,643.98,2253.08,475.90
RI,1068326,2002,3.84,36.97,85.74,159.03,600.47,2251.28,456.40
RI,1076084,2003,2.32,46.93,77.13,159.28,513.34,2074.19,407.70
RI,1079916,2004,2.41,29.63,67.69,147.79,506.06,2002.29,377.60
RI,1073579,2005,3.17,30.09,72.28,146.89,495.45,1822.60,410.00
RI,1067610,2006,2.53,27.07,69.31,131.51,510.77,1765.81,338.00
RI,1057832,2007,1.80,24.39,71.85,131.12,492.14,1812.67,302.00
RI,1050788,2008,2.95,26.84,83.75,139.23,548.73,1991.46,304.80
RI,1053209,2009,3.04,28.10,74.53,148.59,546.24,1842.27,228.10
RI,1052528,2010,2.76,28.31,74.30,152.01,581.84,1751.21,228.30
RI,1050646,2011,1.90,30.36,70.81,143.05,650.65,1786.04,226.10
RI,1050304,2012,2.48,27.80,68.08,153.67,564.50,1759.30,250.60
RI,1053354,2013,2.94,42.63,64.84,146.86,533.63,1697.53,212.60
RI,1054907,2014,2.46,34.70,50.24,132.52,457.86,1546.77,173.70
RI,1055607,2015,2.94,44.24,51.82,143.99,373.06,1393.89,131.30
RI,1057566,2016,2.74,42.08,51.16,143.16,345.13,1338.64,104.30
RI,1056486,2017,1.99,42.97,44.87,144.35,304.69,1313.98,140.50
RI,1057315,2018,1.51,45.49,42.94,129.20,265.77,1250.34,144.80
SC,2932000,1979,12.55,34.31,107.64,523.84,1506.14,2585.50,296.20
SC,3064557,1980,11.36,37.46,118.12,493.02,1669.96,2803.18,306.00
SC,3166000,1981,10.42,36.26,120.18,473.53,1595.70,2807.55,275.40
SC,3203000,1982,10.86,38.78,122.42,547.92,1490.85,2872.59,277.70
SC,3264000,1983,9.83,35.05,104.93,467.00,1294.82,2619.52,239.80
SC,3300000,1984,9.24,40.27,103.27,471.67,1231.70,2568.27,238.50
SC,3347000,1985,9.08,41.38,93.90,486.67,1253.51,2696.74,259.20
SC,3378000,1986,8.61,41.30,99.50,525.22,1340.32,2845.83,276.60
SC,3425000,1987,9.28,43.71,101.11,510.80,1357.99,2858.16,280.80
SC,3493000,1988,9.30,42.74,124.74,564.39,1416.18,2950.33,304.70
SC,3512000,1989,9.11,46.47,130.24,627.85,1392.77,3070.76,342.10
SC,3486703,1990,11.19,53.72,152.38,759.28,1380.44,3302.37,385.80
SC,3560000,1991,11.29,58.93,171.12,731.15,1454.86,3364.72,387.10
SC,3603000,1992,10.35,57.51,170.64,705.97,1378.55,3224.70,345.40
SC,3643000,1993,10.35,52.29,187.35,773.37,1309.22,3226.82,344.00
SC,3664000,1994,9.63,54.34,186.05,780.43,1273.96,3336.57,359.80
SC,3673000,1995,7.95,47.29,175.91,750.80,1254.64,3441.76,385.40
SC,3699000,1996,8.98,49.23,171.97,766.72,1283.78,3505.00,428.50
SC,3760000,1997,8.35,48.86,176.17,756.91,1231.97,3492.69,419.00
SC,3836000,1998,7.98,45.70,154.93,694.60,1162.67,3295.41,415.70
SC,3885736,1999,6.64,40.84,148.23,651.49,1019.88,3085.95,371.70
SC,4012012,2000,7.25,41.38,155.03,624.47,1004.96,3125.24,388.50
SC,4062125,2001,8.12,43.55,147.39,616.13,1048.98,3120.09,411.10
SC,4103770,2002,7.26,47.74,140.70,626.98,1065.97,3002.02,411.00
SC,4148744,2003,7.30,47.05,139.83,612.21,1060.39,3080.67,380.60
SC,4197892,2004,6.81,42.21,130.26,610.64,1041.93,3120.40,374.60
SC,4246933,2005,7.39,43.84,133.20,582.94,1006.40,2978.36,386.00
SC,4321249,2006,8.38,42.44,136.58,583.72,993.97,2894.42,386.10
SC,4407709,2007,8.26,40.22,144.16,593.03,1029.97,2876.82,388.00
SC,4479800,2008,6.85,37.64,147.22,539.27,1026.03,2819.68,394.40
SC,4561242,2009,6.69,36.46,126.13,505.96,996.29,2614.42,298.50
SC,4637106,2010,5.71,33.45,108.19,454.81,997.63,2621.12,286.70
SC,4673348,2011,6.85,35.91,99.09,455.03,1013.21,2616.00,291.80
SC,4723417,2012,7.03,36.24,95.50,421.71,957.40,2590.07,285.50
SC,4771929,2013,6.39,46.79,83.09,372.18,857.72,2509.05,264.10
SC,4829160,2014,6.67,45.25,83.20,362.65,769.55,2447.07,267.00
SC,4894834,2015,8.31,49.83,80.70,360.63,713.85,2344.88,267.80
SC,4959822,2016,7.22,50.22,82.08,367.29,668.35,2307.64,280.90
SC,5021219,2017,7.57,51.30,77.35,369.87,620.67,2288.91,284.20
SC,5084127,2018,7.71,47.87,69.88,362.82,579.71,2156.04,281.90
SD,689000,1979,2.03,16.40,20.32,120.32,626.42,2000.29,174.00
SD,688217,1980,0.73,12.50,20.05,93.58,692.51,2255.25,168.60
SD,685000,1981,1.75,11.53,17.81,73.72,634.74,2129.49,144.10
SD,691000,1982,2.75,11.43,17.08,67.73,562.23,1865.27,118.40
SD,700000,1983,2.14,17.00,15.86,85.00,545.71,1779.00,102.90
SD,706000,1984,1.84,26.91,14.87,103.82,499.86,1855.81,109.30
SD,708000,1985,1.84,23.73,17.09,93.93,546.19,1856.21,101.80
SD,708000,1986,3.95,17.66,16.24,86.86,553.53,1938.98,98.70
SD,709000,1987,1.83,20.59,12.27,85.05,534.13,1928.49,95.60
SD,715000,1988,3.08,26.85,12.17,71.61,517.90,1853.85,95.50
SD,715000,1989,1.26,32.03,11.75,90.49,474.69,1966.01,109.00
SD,696004,1990,2.01,34.34,12.36,114.08,527.44,2108.90,110.20
SD,703000,1991,1.71,39.69,18.78,122.05,589.76,2192.32,114.90
SD,711000,1992,0.56,51.76,16.88,125.32,541.35,2161.88,101.10
SD,715000,1993,3.36,44.48,14.97,145.59,549.23,2086.01,114.50
SD,721000,1994,1.39,42.02,18.72,165.46,546.19,2207.49,120.90
SD,729000,1995,1.78,41.02,25.93,138.82,540.74,2191.50,120.90
SD,732000,1996,1.23,40.98,18.85,116.12,556.97,2121.86,113.90
SD,738000,1997,1.36,48.37,23.31,124.39,553.93,2377.37,116.30
SD,738000,1998,1.36,34.96,20.19,97.83,468.56,1897.83,103.40
SD,733133,1999,2.46,45.83,14.05,105.03,443.98,1915.48,117.40
SD,754844,2000,0.93,40.41,17.35,108.10,383.66,1663.66,105.70
SD,758324,2001,0.92,46.29,13.58,93.63,407.08,1657.73,107.50
SD,760437,2002,1.45,47.47,15.39,113.22,398.98,1596.32,107.70
SD,764905,2003,1.31,46.54,13.60,112.30,376.26,1512.87,114.30
SD,770621,2004,2.21,43.60,14.53,110.82,408.50,1413.15,109.90
SD,774883,2005,2.32,48.65,18.71,109.31,323.27,1335.69,108.00
SD,781919,2006,3.84,59.47,20.21,181.35,386.74,1273.02,106.70
SD,796214,2007,3.89,54.38,14.82,168.80,332.45,1305.93,98.50
SD,804194,2008,4.60,69.88,16.66,185.78,333.63,1276.56,114.20
SD,812383,2009,3.69,61.67,14.40,138.97,322.63,1340.62,106.60
SD,816598,2010,2.82,47.15,18.86,200.10,390.89,1371.05,98.00
SD,823593,2011,2.43,61.07,20.28,171.81,355.39,1386.97,115.20
SD,834047,2012,2.76,71.94,18.82,230.32,393.26,1555.43,128.60
SD,845510,2013,2.13,59.96,18.45,242.69,400.11,1413.94,110.70
SD,853304,2014,2.70,56.02,23.32,246.22,330.13,1430.79,118.00
SD,857919,2015,3.85,58.28,25.06,297.70,346.07,1465.87,139.20
SD,861542,2016,3.25,61.05,31.80,325.93,348.44,1474.68,174.10
SD,873286,2017,3.09,65.84,30.23,330.59,324.64,1406.76,168.10
SD,882235,2018,1.36,69.60,29.70,304.00,291.42,1264.52,172.70
TN,4380000,1979,9.82,34.50,166.14,203.58,1294.75,1937.21,367.40
TN,4545590,1980,10.76,37.40,180.57,229.39,1501.48,2175.21,363.10
TN,4610000,1981,9.72,37.64,171.71,193.49,1384.19,2180.61,334.10
TN,4651000,1982,9.72,35.50,175.73,200.17,1288.63,2371.88,332.00
TN,4685000,1983,8.75,35.90,172.76,184.63,1205.93,2087.19,316.50
TN,4717000,1984,8.35,40.00,166.78,230.27,1123.64,1954.12,366.40
TN,4762000,1985,9.01,42.57,180.89,241.96,1166.80,2040.30,485.20
TN,4803000,1986,10.43,46.97,207.75,274.50,1325.19,2125.82,543.60
TN,4855000,1987,9.15,43.93,193.80,286.59,1351.84,2213.37,566.90
TN,4919000,1988,9.37,44.74,173.55,305.06,1237.93,2155.97,542.80
TN,4940000,1989,8.44,45.95,160.45,334.11,1206.90,2224.86,532.90
TN,4877185,1990,10.48,49.52,191.20,419.24,1263.97,2545.05,571.50
TN,4953000,1991,11.04,46.42,212.86,455.60,1364.99,2662.12,613.60
TN,5024000,1992,10.35,47.31,218.23,470.26,1267.22,2546.46,575.90
TN,5099000,1993,10.22,49.89,220.12,485.55,1182.57,2700.20,591.00
TN,5175000,1994,9.31,49.18,207.44,481.99,1141.64,2670.01,560.30
TN,5256000,1995,10.60,47.13,223.21,490.54,1143.19,2799.52,648.50
TN,5320000,1996,9.45,46.52,223.72,494.27,1163.46,2864.76,647.10
TN,5368000,1997,9.52,56.93,213.99,509.22,1171.74,2921.81,628.60
TN,5431000,1998,8.47,45.76,178.00,482.78,1075.90,2726.15,517.40
TN,5483535,1999,7.13,44.04,156.80,487.04,936.66,2602.06,460.60
TN,5689283,2000,7.21,38.42,166.37,495.18,990.35,2708.79,483.90
TN,5749398,2001,7.36,38.20,177.74,520.72,1038.46,2870.13,491.70
TN,5789796,2002,7.25,39.55,162.58,508.46,1057.86,2791.29,458.40
TN,5845208,2003,6.77,36.42,161.04,487.08,1083.33,2853.09,452.90
TN,5893298,2004,6.06,38.72,150.39,502.45,1024.66,2881.71,420.40
TN,5955745,2005,7.24,36.84,168.06,545.19,1032.75,2843.59,424.00
TN,6038803,2006,6.94,36.33,184.52,534.66,1043.65,2718.80,375.10
TN,6156719,2007,6.58,35.75,179.20,533.45,1004.06,2741.83,352.80
TN,6214888,2008,6.63,33.44,173.84,508.76,1047.37,2683.77,309.00
TN,6296254,2009,7.43,32.07,153.31,473.19,1013.81,2514.34,238.50
TN,6357436,2010,5.65,34.18,131.52,440.68,1011.30,2418.10,233.30
TN,6399787,2011,5.94,32.74,126.29,442.80,981.75,2405.21,221.00
TN,6454914,2012,6.20,31.71,126.28,474.29,871.13,2304.15,200.80
TN,6497269,2013,5.16,38.48,112.86,429.33,790.09,2223.13,183.20
TN,6547779,2014,5.64,39.63,111.00,454.46,714.72,2160.49,192.40
TN,6595056,2015,6.34,42.47,113.71,456.37,663.42,2111.57,197.60
TN,6649404,2016,7.44,42.15,117.74,471.20,610.69,2035.57,229.20
TN,6708794,2017,8.02,45.13,117.26,484.54,578.63,2096.29,276.80
TN,6770010,2018,7.36,41.67,106.20,468.49,489.39,2034.09,301.90
TX,13385000,1979,16.70,45.15,191.76,254.34,1791.24,3081.92,544.20
TX,14169829,1980,16.88,47.28,208.52,277.63,1853.23,3181.35,558.10
TX,14755000,1981,16.58,46.23,193.34,276.28,1870.40,3082.88,564.60
TX,15280000,1982,16.14,44.61,220.01,296.32,1871.51,3283.55,570.10
TX,15724000,1983,14.24,40.28,189.32,268.41,1667.50,3202.63,524.90
TX,15989000,1984,13.09,45.93,178.50,267.44,1664.11,3311.76,549.10
TX,16370000,1985,13.02,51.09,193.52,292.33,1770.46,3640.27,608.00
TX,16682000,1986,13.54,51.59,239.91,353.91,2048.60,3986.51,714.10
TX,16789000,1987,11.67,48.06,226.65,344.76,2118.04,4238.45,734.80
TX,16780000,1988,12.05,48.38,234.21,357.91,2157.16,4407.88,800.10
TX,16991000,1989,11.94,46.80,223.14,376.65,2014.87,4365.02,888.50
TX,16986510,1990,14.06,51.51,260.78,435.09,1851.54,4304.73,909.00
TX,17349000,1991,15.29,53.41,286.47,484.90,1802.37,4232.30,944.30
TX,17656000,1992,12.68,53.45,252.54,487.68,1523.15,3906.77,821.70
TX,18031000,1993,11.91,55.03,224.44,470.75,1297.28,3687.33,692.30
TX,18378000,1994,11.00,49.53,204.83,441.13,1168.17,3395.08,602.60
TX,18724000,1995,9.04,45.73,179.81,429.29,1082.26,3377.85,560.40
TX,19128000,1996,7.72,43.79,171.50,421.44,1068.54,3447.38,548.60
TX,19439000,1997,6.83,41.21,157.01,397.48,1034.31,3320.39,523.30
TX,19760000,1998,6.81,40.05,145.13,372.62,986.25,3071.70,489.10
TX,20044141,1999,6.07,37.99,146.70,369.53,949.71,3062.55,459.20
TX,20851820,2000,5.94,37.68,145.10,356.33,906.28,3057.39,446.80
TX,21370983,2001,6.23,38.22,165.40,361.73,956.26,3133.34,480.40
TX,21736925,2002,5.99,39.14,172.89,361.73,978.07,3169.68,472.40
TX,22103374,2003,6.43,36.31,167.47,342.85,994.77,3160.80,444.30
TX,22471549,2004,6.07,37.33,159.39,338.14,979.54,3099.51,418.60
TX,22928508,2005,6.14,37.12,156.09,328.77,958.75,2952.84,408.00
TX,23507783,2006,5.90,35.86,158.48,317.05,917.61,2759.56,405.90
TX,23904380,2007,5.94,35.39,162.22,306.88,955.14,2773.97,393.20
TX,24326974,2008,5.63,33.11,155.13,314.14,945.64,2690.16,351.00
TX,24782302,2009,5.37,33.54,153.42,298.68,968.67,2737.66,309.00
TX,25253466,2010,4.95,30.18,130.05,283.20,905.21,2592.22,269.40
TX,25631778,2011,4.41,29.21,111.66,263.34,841.75,2392.07,249.40
TX,26060796,2012,4.41,29.60,116.59,257.96,786.63,2326.96,249.50
TX,26505637,2013,4.30,39.45,120.01,246.56,720.84,2284.19,248.20
TX,26979078,2014,4.42,43.13,114.98,244.12,623.02,2138.76,254.30
TX,27429639,2015,4.80,44.93,116.39,246.55,558.04,2036.68,246.10
TX,27904862,2016,5.30,48.19,119.33,261.04,533.23,1978.53,247.20
TX,28322717,2017,4.96,51.32,113.41,268.06,471.20,1842.22,239.80
TX,28701845,2018,4.61,51.19,98.45,256.62,410.81,1713.14,243.20
UT,1367000,1979,4.83,27.87,77.69,193.78,1178.86,3673.45,335.60
UT,1458729,1980,3.77,27.70,80.21,191.67,1321.90,3931.78,323.60
UT,1516000,1981,3.30,28.43,84.83,182.06,1274.80,3882.26,294.30
UT,1554000,1982,3.41,23.75,86.49,172.07,1106.95,3689.90,251.50
UT,1619000,1983,3.46,24.89,64.30,163.31,1015.81,3610.44,235.70
UT,1652000,1984,2.85,20.34,57.99,163.08,858.11,3437.17,226.70
UT,1645000,1985,3.04,23.16,55.20,185.96,942.92,3870.40,236.70
UT,1665000,1986,3.18,25.29,58.62,179.64,914.89,4073.57,223.20
UT,1680000,1987,3.27,21.73,52.80,152.02,950.89,4228.45,209.50
UT,1691000,1988,2.78,23.60,54.11,162.57,881.02,4238.73,215.70
UT,1707000,1989,2.64,28.65,52.61,174.87,896.95,4288.81,237.60
UT,1722850,1990,3.02,37.79,56.88,186.26,880.63,4257.60,237.70
UT,1770000,1991,2.94,45.65,55.14,183.11,840.23,4239.60,241.00
UT,1813000,1992,2.98,45.39,55.93,186.21,885.00,4245.12,237.90
UT,1860000,1993,3.12,44.57,58.60,194.73,790.75,3903.39,242.20
UT,1908000,1994,2.94,42.24,63.57,195.75,790.83,3907.44,298.20
UT,1951000,1995,3.90,42.75,67.09,215.07,800.77,4572.12,389.10
UT,2000000,1996,3.15,41.80,68.85,218.10,848.25,4377.10,428.60
UT,2059000,1997,2.43,47.45,68.38,215.78,890.48,4326.86,444.10
UT,2100000,1998,3.10,41.67,65.95,203.52,812.86,4012.14,351.50
UT,2129836,1999,2.07,37.84,54.37,181.28,685.12,3669.58,346.60
UT,2233169,2000,1.93,38.64,55.62,159.55,642.50,3288.51,289.30
UT,2278712,2001,2.94,39.32,52.53,138.41,605.78,3101.58,285.80
UT,2318789,2002,2.03,40.67,49.16,144.82,652.24,3225.61,333.00
UT,2352119,2003,2.55,39.07,53.48,155.26,721.09,3202.26,331.70
UT,2420708,2004,1.90,39.95,51.06,140.37,628.95,3093.68,315.90
UT,2490334,2005,2.25,36.94,43.97,142.19,601.16,2894.47,341.00
UT,2550063,2006,2.00,34.94,48.70,140.66,577.28,2606.99,328.30
UT,2645330,2007,2.23,35.35,53.87,148.49,589.49,2592.23,337.00
UT,2736424,2008,1.50,33.44,51.93,138.43,539.61,2569.01,267.10
UT,2784572,2009,1.40,33.79,46.83,133.38,547.95,2497.91,249.10
UT,2775479,2010,1.91,35.42,45.72,130.43,543.87,2422.72,215.40
UT,2814347,2011,1.78,32.01,38.34,124.97,467.96,2299.89,219.80
UT,2854871,2012,1.82,34.15,38.71,133.35,458.69,2352.37,211.30
UT,2902787,2013,1.76,52.43,42.96,131.74,472.89,2312.09,258.10
UT,2944498,2014,2.24,52.54,44.59,120.16,395.86,2258.01,248.00
UT,2990632,2015,1.91,56.98,44.44,135.36,421.52,2289.28,291.80
UT,3044321,2016,2.43,51.24,50.19,139.41,424.99,2242.24,307.50
UT,3103118,2017,2.38,56.65,48.27,134.86,379.62,2093.22,305.00
UT,3161105,2018,1.90,55.46,39.10,136.63,315.33,1817.72,244.50
VA,5197000,1979,8.60,27.07,111.58,153.72,1082.64,2730.86,246.80
VA,5323412,1980,8.62,27.39,120.07,151.14,1202.61,2882.31,227.90
VA,5426000,1981,8.55,27.24,133.23,152.69,1167.53,2979.69,201.90
VA,5491000,1982,7.38,24.88,122.16,154.63,973.54,2789.07,184.10
VA,5550000,1983,6.97,24.68,110.49,150.40,919.91,2571.42,177.70
VA,5636000,1984,7.70,26.67,102.29,158.94,841.66,2462.88,183.40
VA,5706000,1985,7.10,27.18,100.25,160.13,785.09,2502.63,196.70
VA,5787000,1986,7.10,26.49,105.72,166.68,812.53,2521.77,219.50
VA,5904000,1987,7.40,26.03,105.76,155.76,806.94,2603.15,254.40
VA,5996000,1988,7.81,27.05,112.54,151.80,818.36,2757.56,301.60
VA,6098000,1989,7.87,26.86,106.49,171.29,756.90,2831.17,310.90
VA,6187358,1990,8.81,30.95,123.25,187.61,731.10,3031.41,327.50
VA,6286000,1991,9.27,29.89,137.62,196.40,783.07,3112.50,338.60
VA,6377000,1992,8.84,31.49,137.79,196.77,709.06,2908.99,305.60
VA,6491000,1993,8.30,32.09,141.98,189.83,667.66,2790.08,285.50
VA,6552000,1994,8.71,28.51,132.84,187.64,638.81,2771.96,279.10
VA,6618000,1995,7.60,27.18,131.73,194.94,595.16,2740.00,292.60
VA,6675000,1996,7.49,26.71,122.56,184.54,588.09,2760.10,278.80
VA,6734000,1997,7.25,27.01,124.50,186.49,571.35,2679.03,280.50
VA,6791000,1998,6.21,26.65,105.60,187.19,560.95,2503.49,270.30
VA,6872912,1999,5.70,25.03,101.08,182.85,471.58,2326.47,261.20
VA,7078515,2000,5.67,22.83,88.93,164.31,429.95,2064.81,251.60
VA,7196750,2001,5.06,24.59,95.32,165.98,439.14,2182.37,261.80
