"","state","year","population","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft","homicide_class"
"1355","PA",2008,12448279,10.72,60096,5.66,28,151.61,224.78,471.45,1760.2,180.7,"LOW"
"1356","PA",2009,12604767,10.92,56517,5.27,28.77,138.87,209.4,434.53,1623.1,141.4,"LOW"
"1357","PA",2010,12717722,12.07,55763,5.13,27.3,128.76,205.32,434.09,1607.52,131.5,"LOW"
"1358","PA",2011,12743948,12.59,55845,5.01,26.2,126.84,204.38,454.85,1636.89,132.4,"LOW"
"1359","PA",2012,12764475,13.76,56871,5.54,26.41,123.27,200.33,446.87,1601.39,118.4,"LOW"
"1360","PA",2013,12781296,12.33,59552,4.78,29.69,115.32,185.27,406.84,1544.52,107.7,"LOW"
"1361","PA",2014,12793767,12.36,58579,4.77,30.01,105.87,174.33,357.35,1471.11,102,"LOW"
"1362","PA",2015,12791904,12.05,64006,5.2,33.61,101.35,175.26,309.36,1408.98,94.8,"LOW"
"1363","PA",2016,12787085,10.92,63809,5.27,34.87,96.3,179.42,275.11,1361.9,102.2,"LOW"
"1364","PA",2017,12790447,11.03,64713,5.8,32.96,92.08,182.13,249.6,1293.42,101.3,"LOW"
"1365","PA",2018,12807060,11.52,64524,6.12,35,76.9,188,211.63,1175.88,102.4,"LOW"
"1366","RI",1984,962000,12.58,49888,3.43,21.31,113.41,196.57,1184.62,2562.79,691.9,"LOW"
"1367","RI",1985,968000,8.68,54957,3.62,26.14,115.91,200.93,1232.33,2491.63,652.9,"LOW"
"1368","RI",1986,975000,8.92,58212,3.49,21.44,118.67,191.9,1293.95,2568.31,704.7,"LOW"
"1369","RI",1987,986000,8.01,59991,3.55,24.44,107.71,224.04,1440.97,2701.32,783.5,"LOW"
"1370","RI",1988,995000,9.95,61071,4.12,30.45,115.18,246.93,1261.31,2718.49,827.9,"LOW"
"1371","RI",1989,998000,6.41,59066,4.91,26.65,112.42,233.97,1206.91,2715.83,924.1,"LOW"
"1372","RI",1990,1003464,7.08,59736,4.78,24.71,121.98,280.43,1271.1,2695.26,954.4,"LOW"
"1373","RI",1991,1004000,9.86,55598,3.69,30.88,122.91,304.48,1127.49,2655.78,794.1,"LOW"
"1374","RI",1992,1005000,11.84,53538,3.58,30.95,94.53,265.47,1047.66,2393.23,742.6,"LOW"
"1375","RI",1993,1000000,10.8,57502,3.9,28.6,101.1,268.1,1040.9,2410.1,646.3,"LOW"
"1376","RI",1994,997000,9.93,53668,4.11,27.38,87.26,256.77,912.84,2310.83,519.9,"LOW"
"1377","RI",1995,990000,10.3,58037,3.33,26.97,92.32,245.35,932.73,2503.03,440.8,"LOW"
"1378","RI",1996,990000,10.51,59133,2.53,28.99,83.23,232.42,821.72,2360.3,464.3,"LOW"
"1379","RI",1997,987000,12.16,54456,2.53,36.78,71.63,222.59,717.63,2178.22,425,"LOW"
"1380","RI",1998,988000,11.34,62821,2.43,35.53,66.7,207.49,653.04,2165.08,387.6,"LOW"
"1381","RI",1999,990819,10.4,64585,3.63,39.46,79.53,164.01,639.98,2249.05,406.9,"LOW"
"1382","RI",2000,1048319,10.11,61702,4.29,39.3,87.95,166.17,631.49,2102.22,445,"LOW"
"1383","RI",2001,1059659,9.44,65007,3.68,39.26,93.05,173.36,643.98,2253.08,475.9,"LOW"
"1384","RI",2002,1068326,10.86,59371,3.84,36.97,85.74,159.03,600.47,2251.28,456.4,"LOW"
"1385","RI",2003,1076084,11.24,61192,2.32,46.93,77.13,159.28,513.34,2074.19,407.7,"LOW"
"1386","RI",2004,1079916,11.3,63879,2.41,29.63,67.69,147.79,506.06,2002.29,377.6,"LOW"
"1387","RI",2005,1073579,11.83,63782,3.17,30.09,72.28,146.89,495.45,1822.6,410,"LOW"
"1388","RI",2006,1067610,10.3,67088,2.53,27.07,69.31,131.51,510.77,1765.81,338,"LOW"
"1389","RI",2007,1057832,9.36,65814,1.8,24.39,71.85,131.12,492.14,1812.67,302,"LOW"
"1390","RI",2008,1050788,12.56,62246,2.95,26.84,83.75,139.23,548.73,1991.46,304.8,"LOW"
"1391","RI",2009,1053209,12.72,60578,3.04,28.1,74.53,148.59,546.24,1842.27,228.1,"LOW"
"1392","RI",2010,1052528,13.87,59582,2.76,28.31,74.3,152.01,581.84,1751.21,228.3,"LOW"
"1393","RI",2011,1050646,13.23,54864,1.9,30.36,70.81,143.05,650.65,1786.04,226.1,"LOW"
"1394","RI",2012,1050304,13.42,61431,2.48,27.8,68.08,153.67,564.5,1759.3,250.6,"LOW"
"1395","RI",2013,1053354,13.48,60812,2.94,42.63,64.84,146.86,533.63,1697.53,212.6,"LOW"
"1396","RI",2014,1054907,11.28,62252,2.46,34.7,50.24,132.52,457.86,1546.77,173.7,"LOW"
"1397","RI",2015,1055607,11.65,59038,2.94,44.24,51.82,143.99,373.06,1393.89,131.3,"LOW"
"1398","RI",2016,1057566,11.25,64383,2.74,42.08,51.16,143.16,345.13,1338.64,104.3,"LOW"
"1399","RI",2017,1056486,12.02,68008,1.99,42.97,44.87,144.35,304.69,1313.98,140.5,"LOW"
"1400","RI",2018,1057315,8.7,62266,1.51,45.49,42.94,129.2,265.77,1250.34,144.8,"LOW"
"1401","SC",1984,3300000,17,46881,9.24,40.27,103.27,471.67,1231.7,2568.27,238.5,"HIGH"
"1402","SC",1985,3347000,14.61,44715,9.08,41.38,93.9,486.67,1253.51,2696.74,259.2,"HIGH"
"1403","SC",1986,3378000,16.84,48184,8.61,41.3,99.5,525.22,1340.32,2845.83,276.6,"HIGH"
"1404","SC",1987,3425000,14.95,53114,9.28,43.71,101.11,510.8,1357.99,2858.16,280.8,"HIGH"
"1405","SC",1988,3493000,15.12,52253,9.3,42.74,124.74,564.39,1416.18,2950.33,304.7,"HIGH"
"1406","SC",1989,3512000,16.66,46662,9.11,46.47,130.24,627.85,1392.77,3070.76,342.1,"HIGH"
"1407","SC",1990,3486703,15.72,53695,11.19,53.72,152.38,759.28,1380.44,3302.37,385.8,"HIGH"
"1408","SC",1991,3560000,16.35,49516,11.29,58.93,171.12,731.15,1454.86,3364.72,387.1,"HIGH"
"1409","SC",1992,3603000,19.34,48517,10.35,57.51,170.64,705.97,1378.55,3224.7,345.4,"HIGH"
"1410","SC",1993,3643000,18.61,44707,10.35,52.29,187.35,773.37,1309.22,3226.82,344,"HIGH"
"1411","SC",1994,3664000,13.67,50168,9.63,54.34,186.05,780.43,1273.96,3336.57,359.8,"HIGH"
"1412","SC",1995,3673000,20.26,47716,7.95,47.29,175.91,750.8,1254.64,3441.76,385.4,"HIGH"
"1413","SC",1996,3699000,13.03,55422,8.98,49.23,171.97,766.72,1283.78,3505,428.5,"HIGH"
"1414","SC",1997,3760000,13.3,53619,8.35,48.86,176.17,756.91,1231.97,3492.69,419,"HIGH"
"1415","SC",1998,3836000,13.74,51366,7.98,45.7,154.93,694.6,1162.67,3295.41,415.7,"HIGH"
"1416","SC",1999,3885736,11.45,55125,6.64,40.84,148.23,651.49,1019.88,3085.95,371.7,"LOW"
"1417","SC",2000,4012012,10.99,54936,7.25,41.38,155.03,624.47,1004.96,3125.24,388.5,"LOW"
"1418","SC",2001,4062125,14.84,53652,8.12,43.55,147.39,616.13,1048.98,3120.09,411.1,"HIGH"
"1419","SC",2002,4103770,13.84,52925,7.26,47.74,140.7,626.98,1065.97,3002.02,411,"HIGH"
"1420","SC",2003,4148744,12.44,52663,7.3,47.05,139.83,612.21,1060.39,3080.67,380.6,"LOW"
"1421","SC",2004,4197892,14.65,51560,6.81,42.21,130.26,610.64,1041.93,3120.4,374.6,"HIGH"
"1422","SC",2005,4246933,14.74,51854,7.39,43.84,133.2,582.94,1006.4,2978.36,386,"HIGH"
"1423","SC",2006,4321249,10.97,49461,8.38,42.44,136.58,583.72,993.97,2894.42,386.1,"LOW"
"1424","SC",2007,4407709,14,53677,8.26,40.22,144.16,593.03,1029.97,2876.82,388,"HIGH"
"1425","SC",2008,4479800,13.93,49285,6.85,37.64,147.22,539.27,1026.03,2819.68,394.4,"HIGH"
"1426","SC",2009,4561242,13.55,48221,6.69,36.46,126.13,505.96,996.29,2614.42,298.5,"HIGH"
"1427","SC",2010,4637106,16.67,48127,5.71,33.45,108.19,454.81,997.63,2621.12,286.7,"HIGH"
"1428","SC",2011,4673348,18.7,44850,6.85,35.91,99.09,455.03,1013.21,2616,291.8,"HIGH"
"1429","SC",2012,4723417,16.49,48650,7.03,36.24,95.5,421.71,957.4,2590.07,285.5,"HIGH"
"1430","SC",2013,4771929,15.61,47035,6.39,46.79,83.09,372.18,857.72,2509.05,264.1,"HIGH"
"1431","SC",2014,4829160,16.32,47702,6.67,45.25,83.2,362.65,769.55,2447.07,267,"HIGH"
"1432","SC",2015,4894834,13.95,49137,8.31,49.83,80.7,360.63,713.85,2344.88,267.8,"HIGH"
"1433","SC",2016,4959822,13.91,56858,7.22,50.22,82.08,367.29,668.35,2307.64,280.9,"HIGH"
"1434","SC",2017,5021219,15.39,56311,7.57,51.3,77.35,369.87,620.67,2288.91,284.2,"HIGH"
"1435","SC",2018,5084127,12.63,57444,7.71,47.87,69.88,362.82,579.71,2156.04,281.9,"HIGH"
"1436","SD",1984,706000,14.16,44803,1.84,26.91,14.87,103.82,499.86,1855.81,109.3,"LOW"
"1437","SD",1985,708000,16.81,40488,1.84,23.73,17.09,93.93,546.19,1856.21,101.8,"HIGH"
"1438","SD",1986,708000,16.67,43643,3.95,17.66,16.24,86.86,553.53,1938.98,98.7,"HIGH"
"1439","SD",1987,709000,15.37,44849,1.83,20.59,12.27,85.05,534.13,1928.49,95.6,"LOW"
"1440","SD",1988,715000,14.13,45624,3.08,26.85,12.17,71.61,517.9,1853.85,95.5,"LOW"
"1441","SD",1989,715000,12.87,47270,1.26,32.03,11.75,90.49,474.69,1966.01,109,"LOW"
"1442","SD",1990,696004,13.36,45914,2.01,34.34,12.36,114.08,527.44,2108.9,110.2,"LOW"
"1443","SD",1991,703000,13.66,44425,1.71,39.69,18.78,122.05,589.76,2192.32,114.9,"LOW"
"1444","SD",1992,711000,14.91,46197,0.56,51.76,16.88,125.32,541.35,2161.88,101.1,"LOW"
"1445","SD",1993,715000,14.27,47597,3.36,44.48,14.97,145.59,549.23,2086.01,114.5,"LOW"
"1446","SD",1994,721000,14.84,49978,1.39,42.02,18.72,165.46,546.19,2207.49,120.9,"LOW"
"1447","SD",1995,729000,14.13,48548,1.78,41.02,25.93,138.82,540.74,2191.5,120.9,"LOW"
"1448","SD",1996,732000,11.2,47206,1.23,40.98,18.85,116.12,556.97,2121.86,113.9,"LOW"
"1449","SD",1997,738000,15.85,46470,1.36,48.37,23.31,124.39,553.93,2377.37,116.3,"LOW"
"1450","SD",1998,738000,10.43,50623,1.36,34.96,20.19,97.83,468.56,1897.83,103.4,"LOW"
"1451","SD",1999,733133,7.5,54167,2.46,45.83,14.05,105.03,443.98,1915.48,117.4,"LOW"
"1452","SD",2000,754844,10.47,53335,0.93,40.41,17.35,108.1,383.66,1663.66,105.7,"LOW"
"1453","SD",2001,758324,8.18,56403,0.92,46.29,13.58,93.63,407.08,1657.73,107.5,"LOW"
"1454","SD",2002,760437,11.18,53011,1.45,47.47,15.39,113.22,398.98,1596.32,107.7,"LOW"
"1455","SD",2003,764905,12.42,54090,1.31,46.54,13.6,112.3,376.26,1512.87,114.3,"LOW"
"1456","SD",2004,770621,13.24,54780,2.21,43.6,14.53,110.82,408.5,1413.15,109.9,"LOW"
"1457","SD",2005,774883,11.61,55620,2.32,48.65,18.71,109.31,323.27,1335.69,108,"LOW"
"1458","SD",2006,781919,10.49,56715,3.84,59.47,20.21,181.35,386.74,1273.02,106.7,"LOW"
"1459","SD",2007,796214,9.29,56354,3.89,54.38,14.82,168.8,332.45,1305.93,98.5,"LOW"
"1460","SD",2008,804194,12.93,60328,4.6,69.88,16.66,185.78,333.63,1276.56,114.2,"LOW"
"1461","SD",2009,812383,13.91,53764,3.69,61.67,14.4,138.97,322.63,1340.62,106.6,"LOW"
"1462","SD",2010,816598,13.35,52344,2.82,47.15,18.86,200.1,390.89,1371.05,98,"LOW"
"1463","SD",2011,823593,14.21,52838,2.43,61.07,20.28,171.81,355.39,1386.97,115.2,"LOW"
"1464","SD",2012,834047,12.71,54144,2.76,71.94,18.82,230.32,393.26,1555.43,128.6,"LOW"
"1465","SD",2013,845510,10.05,57670,2.13,59.96,18.45,242.69,400.11,1413.94,110.7,"LOW"
"1466","SD",2014,853304,12.77,56328,2.7,56.02,23.32,246.22,330.13,1430.79,118,"LOW"
"1467","SD",2015,857919,13.75,58364,3.85,58.28,25.06,297.7,346.07,1465.87,139.2,"LOW"
"1468","SD",2016,861542,14.39,60116,3.25,61.05,31.8,325.93,348.44,1474.68,174.1,"LOW"
"1469","SD",2017,873286,10.42,58281,3.09,65.84,30.23,330.59,324.64,1406.76,168.1,"LOW"
"1470","SD",2018,882235,10.2,59463,1.36,69.6,29.7,304,291.42,1264.52,172.7,"LOW"
"1471","TN",1984,4717000,16.96,38739,8.35,40,166.78,230.27,1123.64,1954.12,366.4,"HIGH"
"1472","TN",1985,4762000,17.58,39676,9.01,42.57,180.89,241.96,1166.8,2040.3,485.2,"HIGH"
"1473","TN",1986,4803000,17.76,40042,10.43,46.97,207.75,274.5,1325.19,2125.82,543.6,"HIGH"
"1474","TN",1987,4855000,16.31,44908,9.15,43.93,193.8,286.59,1351.84,2213.37,566.9,"HIGH"
"1475","TN",1988,4919000,17.95,42682,9.37,44.74,173.55,305.06,1237.93,2155.97,542.8,"HIGH"
"1476","TN",1989,4940000,18.04,44335,8.44,45.95,160.45,334.11,1206.9,2224.86,532.9,"HIGH"
"1477","TN",1990,4877185,17.08,42216,10.48,49.52,191.2,419.24,1263.97,2545.05,571.5,"HIGH"
"1478","TN",1991,4953000,15.02,44089,11.04,46.42,212.86,455.6,1364.99,2662.12,613.6,"HIGH"
"1479","TN",1992,5024000,17.08,42782,10.35,47.31,218.23,470.26,1267.22,2546.46,575.9,"HIGH"
"1480","TN",1993,5099000,19.57,43075,10.22,49.89,220.12,485.55,1182.57,2700.2,591,"HIGH"
"1481","TN",1994,5175000,15.05,48140,9.31,49.18,207.44,481.99,1141.64,2670.01,560.3,"HIGH"
"1482","TN",1995,5256000,16.1,47624,10.6,47.13,223.21,490.54,1143.19,2799.52,648.5,"HIGH"
"1483","TN",1996,5320000,16.5,49227,9.45,46.52,223.72,494.27,1163.46,2864.76,647.1,"HIGH"
"1484","TN",1997,5368000,14.74,47944,9.52,56.93,213.99,509.22,1171.74,2921.81,628.6,"HIGH"
"1485","TN",1998,5431000,13.79,52638,8.47,45.76,178,482.78,1075.9,2726.15,517.4,"HIGH"
"1486","TN",1999,5483535,12.07,55216,7.13,44.04,156.8,487.04,936.66,2602.06,460.6,"LOW"
"1487","TN",2000,5689283,13.34,49856,7.21,38.42,166.37,495.18,990.35,2708.79,483.9,"HIGH"
"1488","TN",2001,5749398,13.95,50875,7.36,38.2,177.74,520.72,1038.46,2870.13,491.7,"HIGH"
"1489","TN",2002,5789796,14.49,51831,7.25,39.55,162.58,508.46,1057.86,2791.29,458.4,"HIGH"
"1490","TN",2003,5845208,14.18,51355,6.77,36.42,161.04,487.08,1083.33,2853.09,452.9,"HIGH"
"1491","TN",2004,5893298,15.81,50735,6.06,38.72,150.39,502.45,1024.66,2881.71,420.4,"HIGH"
"1492","TN",2005,5955745,14.64,50792,7.24,36.84,168.06,545.19,1032.75,2843.59,424,"HIGH"
"1493","TN",2006,6038803,14.56,50804,6.94,36.33,184.52,534.66,1043.65,2718.8,375.1,"HIGH"
"1494","TN",2007,6156719,14.72,50013,6.58,35.75,179.2,533.45,1004.06,2741.83,352.8,"HIGH"
"1495","TN",2008,6214888,14.87,46417,6.63,33.44,173.84,508.76,1047.37,2683.77,309,"HIGH"
"1496","TN",2009,6296254,16.37,47535,7.43,32.07,153.31,473.19,1013.81,2514.34,238.5,"HIGH"
"1497","TN",2010,6357436,16.55,44541,5.65,34.18,131.52,440.68,1011.3,2418.1,233.3,"HIGH"
"1498","TN",2011,6399787,16.09,47306,5.94,32.74,126.29,442.8,981.75,2405.21,221,"HIGH"
"1499","TN",2012,6454914,18.5,47110,6.2,31.71,126.28,474.29,871.13,2304.15,200.8,"HIGH"
"1500","TN",2013,6497269,18.01,46817,5.16,38.48,112.86,429.33,790.09,2223.13,183.2,"HIGH"
"1501","TN",2014,6547779,17.14,46415,5.64,39.63,111,454.46,714.72,2160.49,192.4,"HIGH"
"1502","TN",2015,6595056,14.75,50165,6.34,42.47,113.71,456.37,663.42,2111.57,197.6,"HIGH"
"1503","TN",2016,6649404,14.86,53727,7.44,42.15,117.74,471.2,610.69,2035.57,229.2,"HIGH"
"1504","TN",2017,6708794,11.46,56587,8.02,45.13,117.26,484.54,578.63,2096.29,276.8,"LOW"
"1505","TN",2018,6770010,11.82,56060,7.36,41.67,106.2,468.49,489.39,2034.09,301.9,"LOW"
"1506","TX",1984,15989000,15.31,53148,13.09,45.93,178.5,267.44,1664.11,3311.76,549.1,"HIGH"
"1507","TX",1985,16370000,15.77,52988,13.02,51.09,193.52,292.33,1770.46,3640.27,608,"HIGH"
"1508","TX",1986,16682000,16.93,52996,13.54,51.59,239.91,353.91,2048.6,3986.51,714.1,"HIGH"
"1509","TX",1987,16789000,17.37,52419,11.67,48.06,226.65,344.76,2118.04,4238.45,734.8,"HIGH"
"1510","TX",1988,16780000,17.91,51086,12.05,48.38,234.21,357.91,2157.16,4407.88,800.1,"HIGH"
"1511","TX",1989,16991000,16.95,50756,11.94,46.8,223.14,376.65,2014.87,4365.02,888.5,"HIGH"
"1512","TX",1990,16986510,15.8,52747,14.06,51.51,260.78,435.09,1851.54,4304.73,909,"HIGH"
"1513","TX",1991,17349000,17.09,50003,15.29,53.41,286.47,484.9,1802.37,4232.3,944.3,"HIGH"
"1514","TX",1992,17656000,18.59,49177,12.68,53.45,252.54,487.68,1523.15,3906.77,821.7,"HIGH"
"1515","TX",1993,18031000,17.62,49296,11.91,55.03,224.44,470.75,1297.28,3687.33,692.3,"HIGH"
"1516","TX",1994,18378000,19.6,51696,11,49.53,204.83,441.13,1168.17,3395.08,602.6,"HIGH"
"1517","TX",1995,18724000,17.46,52588,9.04,45.73,179.81,429.29,1082.26,3377.85,560.4,"HIGH"
"1518","TX",1996,19128000,16.62,52875,7.72,43.79,171.5,421.44,1068.54,3447.38,548.6,"HIGH"
"1519","TX",1997,19439000,16.96,54891,6.83,41.21,157.01,397.48,1034.31,3320.39,523.3,"HIGH"
"1520","TX",1998,19760000,15.15,55251,6.81,40.05,145.13,372.62,986.25,3071.7,489.1,"HIGH"
"1521","TX",1999,20044141,15.33,58491,6.07,37.99,146.7,369.53,949.71,3062.55,459.2,"HIGH"
"1522","TX",2000,20851820,15.37,56456,5.94,37.68,145.1,356.33,906.28,3057.39,446.8,"HIGH"
"1523","TX",2001,21370983,14.64,58093,6.23,38.22,165.4,361.73,956.26,3133.34,480.4,"HIGH"
"1524","TX",2002,21736925,15.47,56196,5.99,39.14,172.89,361.73,978.07,3169.68,472.4,"HIGH"
"1525","TX",2003,22103374,16.76,53747,6.43,36.31,167.47,342.85,994.77,3160.8,444.3,"HIGH"
"1526","TX",2004,22471549,16.33,55166,6.07,37.33,159.39,338.14,979.54,3099.51,418.6,"HIGH"
"1527","TX",2005,22928508,16.05,53391,6.14,37.12,156.09,328.77,958.75,2952.84,408,"HIGH"
"1528","TX",2006,23507783,16.23,54068,5.9,35.86,158.48,317.05,917.61,2759.56,405.9,"HIGH"
"1529","TX",2007,23904380,16.33,55911,5.94,35.39,162.22,306.88,955.14,2773.97,393.2,"HIGH"
"1530","TX",2008,24326974,15.76,54353,5.63,33.11,155.13,314.14,945.64,2690.16,351,"HIGH"
"1531","TX",2009,24782302,17.2,55699,5.37,33.54,153.42,298.68,968.67,2737.66,309,"HIGH"
"1532","TX",2010,25253466,18.35,54554,4.95,30.18,130.05,283.2,905.21,2592.22,269.4,"HIGH"
"1533","TX",2011,25631778,17.39,54879,4.41,29.21,111.66,263.34,841.75,2392.07,249.4,"HIGH"
"1534","TX",2012,26060796,17.05,56896,4.41,29.6,116.59,257.96,786.63,2326.96,249.5,"HIGH"
"1535","TX",2013,26505637,16.69,55503,4.3,39.45,120.01,246.56,720.84,2284.19,248.2,"HIGH"
"1536","TX",2014,26979078,16.18,57201,4.42,43.13,114.98,244.12,623.02,2138.76,254.3,"HIGH"
"1537","TX",2015,27429639,14.71,59856,4.8,44.93,116.39,246.55,558.04,2036.68,246.1,"HIGH"
"1538","TX",2016,27904862,13.66,60844,5.3,48.19,119.33,261.04,533.23,1978.53,247.2,"LOW"
"1539","TX",2017,28322717,13.3,60740,4.96,51.32,113.41,268.06,471.2,1842.22,239.8,"LOW"
"1540","TX",2018,28701845,13.57,59785,4.61,51.19,98.45,256.62,410.81,1713.14,243.2,"LOW"
"1541","UT",1984,1652000,11.08,53224,2.85,20.34,57.99,163.08,858.11,3437.17,226.7,"LOW"
"1542","UT",1985,1645000,10.94,56325,3.04,23.16,55.2,185.96,942.92,3870.4,236.7,"LOW"
"1543","UT",1986,1665000,12.55,57644,3.18,25.29,58.62,179.64,914.89,4073.57,223.2,"LOW"
"1544","UT",1987,1680000,10.3,56252,3.27,21.73,52.8,152.02,950.89,4228.45,209.5,"LOW"
"1545","UT",1988,1691000,9.58,53849,2.78,23.6,54.11,162.57,881.02,4238.73,215.7,"LOW"
"1546","UT",1989,1707000,8.08,60229,2.64,28.65,52.61,174.87,896.95,4288.81,237.6,"LOW"
"1547","UT",1990,1722850,8.3,56324,3.02,37.79,56.88,186.26,880.63,4257.6,237.7,"LOW"
"1548","UT",1991,1770000,12.54,50513,2.94,45.65,55.14,183.11,840.23,4239.6,241,"LOW"
"1549","UT",1992,1813000,9.49,60257,2.98,45.39,55.93,186.21,885,4245.12,237.9,"LOW"
"1550","UT",1993,1860000,10.91,61409,3.12,44.57,58.6,194.73,790.75,3903.39,242.2,"LOW"
"1551","UT",1994,1908000,8.07,60035,2.94,42.24,63.57,195.75,790.83,3907.44,298.2,"LOW"
"1552","UT",1995,1951000,8.61,59877,3.9,42.75,67.09,215.07,800.77,4572.12,389.1,"LOW"
"1553","UT",1996,2000000,7.65,59216,3.15,41.8,68.85,218.1,848.25,4377.1,428.6,"LOW"
"1554","UT",1997,2059000,8.98,66941,2.43,47.45,68.38,215.78,890.48,4326.86,444.1,"LOW"
"1555","UT",1998,2100000,9.05,68400,3.1,41.67,65.95,203.52,812.86,4012.14,351.5,"LOW"
"1556","UT",1999,2129836,5.92,69621,2.07,37.84,54.37,181.28,685.12,3669.58,346.6,"LOW"
"1557","UT",2000,2233169,7.61,69529,1.93,38.64,55.62,159.55,642.5,3288.51,289.3,"LOW"
"1558","UT",2001,2278712,10.44,67309,2.94,39.32,52.53,138.41,605.78,3101.58,285.8,"LOW"
"1559","UT",2002,2318789,9.83,66991,2.03,40.67,49.16,144.82,652.24,3225.61,333,"LOW"
"1560","UT",2003,2352119,9.06,67439,2.55,39.07,53.48,155.26,721.09,3202.26,331.7,"LOW"
"1561","UT",2004,2420708,9.96,67791,1.9,39.95,51.06,140.37,628.95,3093.68,315.9,"LOW"
"1562","UT",2005,2490334,9.32,70651,2.25,36.94,43.97,142.19,601.16,2894.47,341,"LOW"
"1563","UT",2006,2550063,9.22,68202,2,34.94,48.7,140.66,577.28,2606.99,328.3,"LOW"
"1564","UT",2007,2645330,9.64,64987,2.23,35.35,53.87,148.49,589.49,2592.23,337,"LOW"
"1565","UT",2008,2736424,7.64,73115,1.5,33.44,51.93,138.43,539.61,2569.01,267.1,"LOW"
"1566","UT",2009,2784572,9.7,68623,1.4,33.79,46.83,133.38,547.95,2497.91,249.1,"LOW"
"1567","UT",2010,2775479,10.02,65443,1.91,35.42,45.72,130.43,543.87,2422.72,215.4,"LOW"
"1568","UT",2011,2814347,10.98,62092,1.78,32.01,38.34,124.97,467.96,2299.89,219.8,"LOW"
"1569","UT",2012,2854871,10.93,63924,1.82,34.15,38.71,133.35,458.69,2352.37,211.3,"LOW"
"1570","UT",2013,2902787,8.23,65913,1.76,52.43,42.96,131.74,472.89,2312.09,258.1,"LOW"
"1571","UT",2014,2944498,10.12,67296,2.24,52.54,44.59,120.16,395.86,2258.01,248,"LOW"
"1572","UT",2015,2990632,9.33,70227,1.91,56.98,44.44,135.36,421.52,2289.28,291.8,"LOW"
"1573","UT",2016,3044321,8.67,70613,2.43,51.24,50.19,139.41,424.99,2242.24,307.5,"LOW"
"1574","UT",2017,3103118,8.67,73058,2.38,56.65,48.27,134.86,379.62,2093.22,305,"LOW"
"1575","UT",2018,3161105,6.93,77067,1.9,55.46,39.1,136.63,315.33,1817.72,244.5,"LOW"
"1576","VA",1984,5636000,9.83,61229,7.7,26.67,102.29,158.94,841.66,2462.88,183.4,"LOW"
"1577","VA",1985,5706000,9.78,63446,7.1,27.18,100.25,160.13,785.09,2502.63,196.7,"LOW"
"1578","VA",1986,5787000,9.45,65176,7.1,26.49,105.72,166.68,812.53,2521.77,219.5,"LOW"
"1579","VA",1987,5904000,9.87,63604,7.4,26.03,105.76,155.76,806.94,2603.15,254.4,"LOW"
"1580","VA",1988,5996000,10.79,66814,7.81,27.05,112.54,151.8,818.36,2757.56,301.6,"LOW"
"1581","VA",1989,6098000,11,66897,7.87,26.86,106.49,171.29,756.9,2831.17,310.9,"LOW"
"1582","VA",1990,6187358,11.39,65538,8.81,30.95,123.25,187.61,731.1,3031.41,327.5,"LOW"
"1583","VA",1991,6286000,9.67,65156,9.27,29.89,137.62,196.4,783.07,3112.5,338.6,"LOW"
"1584","VA",1992,6377000,9.28,67201,8.84,31.49,137.79,196.77,709.06,2908.99,305.6,"LOW"
"1585","VA",1993,6491000,9.66,62519,8.3,32.09,141.98,189.83,667.66,2790.08,285.5,"LOW"
"1586","VA",1994,6552000,10.84,63281,8.71,28.51,132.84,187.64,638.81,2771.96,279.1,"LOW"
"1587","VA",1995,6618000,9.79,59454,7.6,27.18,131.73,194.94,595.16,2740,292.6,"LOW"
"1588","VA",1996,6675000,11.91,62690,7.49,26.71,122.56,184.54,588.09,2760.1,278.8,"LOW"
"1589","VA",1997,6734000,12.74,67226,7.25,27.01,124.5,186.49,571.35,2679.03,280.5,"HIGH"
"1590","VA",1998,6791000,8.67,66941,6.21,26.65,105.6,187.19,560.95,2503.49,270.3,"LOW"
"1591","VA",1999,6872912,7.81,69081,5.7,25.03,101.08,182.85,471.58,2326.47,261.2,"LOW"
"1592","VA",2000,7078515,8.15,68964,5.67,22.83,88.93,164.31,429.95,2064.81,251.6,"LOW"
"1593","VA",2001,7196750,7.84,71431,5.06,24.59,95.32,165.98,439.14,2182.37,261.8,"LOW"
"1594","VA",2002,7287829,9.63,69468,5.32,25.23,95.52,165.59,435.75,2161.8,253.5,"LOW"
"1595","VA",2003,7365284,10.05,74977,5.65,24.53,91.14,156.87,395.16,2082.3,244.1,"LOW"
"1596","VA",2004,7481332,9.26,68151,5.21,24.27,92.22,153.76,384.41,2060.52,233.3,"LOW"
"1597","VA",2005,7564327,9.04,66915,6.05,23.31,99.08,154.91,394.34,2043.59,211,"LOW"
"1598","VA",2006,7642884,8.52,71312,5.27,23.93,101.78,152.72,420.86,1874.84,193.6,"LOW"
"1599","VA",2007,7712091,8.61,71824,5.38,23.25,99.79,144.33,415.3,1888.39,182.8,"LOW"
"1600","VA",2008,7769089,10.28,72469,4.76,23.09,96.15,133.83,414.31,1946.06,171.8,"LOW"
"1601","VA",2009,7882590,10.54,70981,4.69,19.94,80.46,125.73,405.4,1907.67,148.3,"LOW"
"1602","VA",2010,8023953,10.41,69675,4.69,19.69,70.76,119.02,383.9,1819.43,132.2,"LOW"
